SpdkAppStartException	lib/rocksdb/env_spdk.cc:353
dif_sec_512_md_8_prchk_7_multi_iovs_complex_splits_test	test/unit/lib/util/dif.c/dif_ut.c:1160
dif_sec_512_md_8_prchk_7_multi_iovs_remap_pi_16_test	test/unit/lib/util/dif.c/dif_ut.c:4180
dif_sec_512_md_8_prchk_7_multi_iovs_split_apptag_test	test/unit/lib/util/dif.c/dif_ut.c:1080
dif_sec_512_md_8_prchk_7_multi_iovs_split_data_and_md_test	test/unit/lib/util/dif.c/dif_ut.c:960
dif_sec_512_md_8_prchk_7_multi_iovs_split_data_test	test/unit/lib/util/dif.c/dif_ut.c:1000
dif_sec_512_md_8_prchk_7_multi_iovs_split_guard_test	test/unit/lib/util/dif.c/dif_ut.c:1040
dif_sec_512_md_8_prchk_7_multi_iovs_split_reftag_test	test/unit/lib/util/dif.c/dif_ut.c:1120
dif_sec_8_md_8_error_test	test/unit/lib/util/dif.c/dif_ut.c:538
dif_type_check_test	test/unit/lib/util/dif.c/dif_ut.c:4518
dif_update_crc32c_split_test	test/unit/lib/util/dif.c/dif_ut.c:4025
dif_update_crc32c_stream_multi_segments_test	test/unit/lib/util/dif.c/dif_ut.c:4098
dif_verify_split_test	test/unit/lib/util/dif.c/dif_ut.c:3697
dif_verify_stream_multi_segments_test	test/unit/lib/util/dif.c/dif_ut.c:3769
dirty_close_reloaded	test/unit/lib/blob/blob.c/blob_ut.c:10194
dirty_create_snapshot	test/unit/lib/blob/blob.c/blob_ut.c:10048
dirty_gen	test/unit/lib/blob/blob.c/blob_ut.c:10007
dirty_gen_id	test/unit/lib/blob/blob.c/blob_ut.c:10013
dirty_trackable	test/unit/lib/blob/blob.c/blob_ut.c:10064
disable_ctrlr	lib/nvmf/vfio_user.c:2833
disconnect_bad_assoc_test	test/unit/lib/nvmf/fc_ls.c/fc_ls_ut.c:724
discovery_aer_cb	module/bdev/nvme/bdev_nvme.c:7790
discovery_attach_controller_done	module/bdev/nvme/bdev_nvme.c:7637
discovery_complete	module/bdev/nvme/bdev_nvme.c:7460
discovery_log_header_completion	lib/nvme/nvme_discovery.c:68
discovery_poller	module/bdev/nvme/bdev_nvme.c:7837
discovery_remove_controllers	module/bdev/nvme/bdev_nvme.c:7584
display_controller	examples/nvme/nvme_manage/nvme_manage.c:205
display_controller_list	examples/nvme/nvme_manage/nvme_manage.c:260
display_namespace	examples/nvme/nvme_manage/nvme_manage.c:160
display_namespace_dpc	examples/nvme/nvme_manage/nvme_manage.c:129
dix_sec_0_md_8_error	test/unit/lib/util/dif.c/dif_ut.c:2353
dix_sec_4096_md_0_8_error	test/unit/lib/util/dif.c/dif_ut.c:2424
dix_sec_4096_md_128_inject_1_2_4_8_multi_iovs_split_test	test/unit/lib/util/dif.c/dif_ut.c:2832
dix_sec_4096_md_128_inject_1_2_4_8_multi_iovs_test	test/unit/lib/util/dif.c/dif_ut.c:2786
dix_sec_4096_md_128_prchk_0_1_2_4_multi_iovs_test	test/unit/lib/util/dif.c/dif_ut.c:2562
dix_sec_4096_md_128_prchk_0_single_iov_test	test/unit/lib/util/dif.c/dif_ut.c:2496
dix_sec_4096_md_128_prchk_7_multi_iovs	test/unit/lib/util/dif.c/dif_ut.c:2571
dix_sec_4096_md_128_prchk_7_multi_iovs_complex_splits_remap_test	test/unit/lib/util/dif.c/dif_ut.c:4416
dix_sec_4096_md_128_prchk_7_multi_iovs_complex_splits_test	test/unit/lib/util/dif.c/dif_ut.c:2691
dix_sec_4096_md_128_prchk_7_multi_iovs_remap	test/unit/lib/util/dif.c/dif_ut.c:4340
dix_sec_4096_md_128_prchk_7_multi_iovs_split_data_test	test/unit/lib/util/dif.c/dif_ut.c:2629
dix_sec_512_md_0_error	test/unit/lib/util/dif.c/dif_ut.c:2367
dix_sec_512_md_16_error	test/unit/lib/util/dif.c/dif_ut.c:2395
dix_sec_512_md_8_prchk_0_1_2_4_multi_iovs	test/unit/lib/util/dif.c/dif_ut.c:2503
dix_sec_512_md_8_prchk_0_single_iov	test/unit/lib/util/dif.c/dif_ut.c:2461
dix_sec_512_md_8_prchk_7_multi_iovs_complex_splits	test/unit/lib/util/dif.c/dif_ut.c:2652
dix_sec_512_md_8_prchk_7_multi_iovs_complex_splits_remap_pi_16_test	test/unit/lib/util/dif.c/dif_ut.c:4377
dix_sec_512_md_8_prchk_7_multi_iovs_split_data	test/unit/lib/util/dif.c/dif_ut.c:2608
dma_test_bdev_event_cb	test/dma/test_dma/test_dma.c:534
dma_test_bdev_io_completion_cb	test/dma/test_dma/test_dma.c:217
dma_test_check_and_signal_task_done	test/dma/test_dma/test_dma.c:191
dma_test_check_bdev_supports_rdma_memory_domain	test/dma/test_dma/test_dma.c:682
dma_test_construct_task_done	test/dma/test_dma/test_dma.c:598
dma_test_construct_task_on_thread	test/dma/test_dma/test_dma.c:632
dma_test_data_cpl	test/dma/test_dma/test_dma.c:371
dma_test_drain_task	test/dma/test_dma/test_dma.c:562
dma_test_get_offset_in_ios	test/dma/test_dma/test_dma.c:335
dma_test_run_time_poller	test/dma/test_dma/test_dma.c:582
dma_test_shutdown_cb	test/dma/test_dma/test_dma.c:570
dma_test_start	test/dma/test_dma/test_dma.c:908
dma_test_submit_io	test/dma/test_dma/test_dma.c:496
dma_test_task_complete	test/dma/test_dma/test_dma.c:179
dma_test_task_is_read	test/dma/test_dma/test_dma.c:356
dma_test_task_run	test/dma/test_dma/test_dma.c:550
dma_test_task_update_stats	test/dma/test_dma/test_dma.c:202
do_abort_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2349
do_access	lib/fuse_dispatcher/fuse_dispatcher.c:2284
do_batch_forget	lib/fuse_dispatcher/fuse_dispatcher.c:2480
do_batch_forget_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2463
do_bmap	lib/fuse_dispatcher/fuse_dispatcher.c:2381
do_copy_file_range	lib/fuse_dispatcher/fuse_dispatcher.c:2560
do_copy_file_range_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2552
do_create	lib/fuse_dispatcher/fuse_dispatcher.c:2305
do_destroy	lib/fuse_dispatcher/fuse_dispatcher.c:2448
do_fallocate	lib/fuse_dispatcher/fuse_dispatcher.c:2410
do_fallocate_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2402
do_flush	lib/fuse_dispatcher/fuse_dispatcher.c:1719
do_flush_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1711
do_forget	lib/fuse_dispatcher/fuse_dispatcher.c:844
do_forget_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:836
do_fsync	lib/fuse_dispatcher/fuse_dispatcher.c:1495
do_fsync_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1487
do_fsyncdir	lib/fuse_dispatcher/fuse_dispatcher.c:2184
do_fsyncdir_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2176
do_getattr	lib/fuse_dispatcher/fuse_dispatcher.c:878
do_getlk	lib/fuse_dispatcher/fuse_dispatcher.c:2210
do_getxattr	lib/fuse_dispatcher/fuse_dispatcher.c:1580
do_getxattr_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1568
do_init	lib/fuse_dispatcher/fuse_dispatcher.c:1945
do_interrupt	lib/fuse_dispatcher/fuse_dispatcher.c:2357
do_ioctl	lib/fuse_dispatcher/fuse_dispatcher.c:2388
do_link	lib/fuse_dispatcher/fuse_dispatcher.c:1265
do_listxattr	lib/fuse_dispatcher/fuse_dispatcher.c:1653
do_lookup	lib/fuse_dispatcher/fuse_dispatcher.c:818
do_mkdir	lib/fuse_dispatcher/fuse_dispatcher.c:1094
do_mknod	lib/fuse_dispatcher/fuse_dispatcher.c:1050
do_mount_prepare_completion	lib/fuse_dispatcher/fuse_dispatcher.c:1833
do_mount_rollback_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1745
do_not_abort	test/thread/lock/spdk_lock.c:73
do_open	lib/fuse_dispatcher/fuse_dispatcher.c:1310
do_opendir	lib/fuse_dispatcher/fuse_dispatcher.c:2036
do_poll	lib/fuse_dispatcher/fuse_dispatcher.c:2395
do_read	lib/fuse_dispatcher/fuse_dispatcher.c:1347
do_read_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1339
do_readdir	lib/fuse_dispatcher/fuse_dispatcher.c:2132
do_readdir_common	lib/fuse_dispatcher/fuse_dispatcher.c:2093
do_readdir_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2081
do_readdirplus	lib/fuse_dispatcher/fuse_dispatcher.c:2138
do_readlink	lib/fuse_dispatcher/fuse_dispatcher.c:984
do_readlink_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:972
do_release	lib/fuse_dispatcher/fuse_dispatcher.c:1461
do_release_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1453
do_releasedir	lib/fuse_dispatcher/fuse_dispatcher.c:2152
do_releasedir_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2144
do_removemapping	lib/fuse_dispatcher/fuse_dispatcher.c:2596
do_removexattr	lib/fuse_dispatcher/fuse_dispatcher.c:1692
do_removexattr_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1684
do_rename	lib/fuse_dispatcher/fuse_dispatcher.c:1240
do_rename2	lib/fuse_dispatcher/fuse_dispatcher.c:1246
do_rename_common	lib/fuse_dispatcher/fuse_dispatcher.c:1188
do_rename_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1180
do_rmdir	lib/fuse_dispatcher/fuse_dispatcher.c:1160
do_rmdir_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1152
do_setattr	lib/fuse_dispatcher/fuse_dispatcher.c:919
do_setlk	lib/fuse_dispatcher/fuse_dispatcher.c:2271
do_setlk_common	lib/fuse_dispatcher/fuse_dispatcher.c:2225
do_setlk_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2217
do_setlkw	lib/fuse_dispatcher/fuse_dispatcher.c:2277
do_setupmapping	lib/fuse_dispatcher/fuse_dispatcher.c:2589
do_setxattr	lib/fuse_dispatcher/fuse_dispatcher.c:1529
do_setxattr_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1521
do_statfs	lib/fuse_dispatcher/fuse_dispatcher.c:1441
do_symlink	lib/fuse_dispatcher/fuse_dispatcher.c:1009
do_syncfs	lib/fuse_dispatcher/fuse_dispatcher.c:2603
do_umount_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:2436
do_unlink	lib/fuse_dispatcher/fuse_dispatcher.c:1132
do_unlink_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1124
do_write	lib/fuse_dispatcher/fuse_dispatcher.c:1389
do_write_cpl_clb	lib/fuse_dispatcher/fuse_dispatcher.c:1381
do_xor_gen	lib/util/xor.c:93
doorbell_stride	lib/nvmf/vfio_user.c:1382
double_arr_size	test/app/fuzz/common/fuzz_common.h:137
dpdk_bus_probe	lib/env_dpdk/pci_dpdk.c:190
dpdk_bus_scan	lib/env_dpdk/pci_dpdk.c:196
dpdk_cleanup	lib/env_dpdk/init.c:817
dpdk_device_get_devargs	lib/env_dpdk/pci_dpdk.c:202
dpdk_device_get_name	lib/env_dpdk/pci_dpdk.c:214
dpdk_device_scan_allowed	lib/env_dpdk/pci_dpdk.c:220
dpdk_device_set_devargs	lib/env_dpdk/pci_dpdk.c:208
dpdk_pci_device_create_interrupt_efds	lib/env_dpdk/pci_dpdk.c:166
dpdk_pci_device_delete_interrupt_efds	lib/env_dpdk/pci_dpdk.c:172
dpdk_pci_device_disable_interrupt	lib/env_dpdk/pci_dpdk.c:154
dpdk_pci_device_enable_interrupt	lib/env_dpdk/pci_dpdk.c:148
dpdk_pci_device_get_addr	lib/env_dpdk/pci_dpdk.c:109
dpdk_pci_device_get_devargs	lib/env_dpdk/pci_dpdk.c:103
dpdk_pci_device_get_id	lib/env_dpdk/pci_dpdk.c:115
dpdk_pci_device_get_interrupt_efd	lib/env_dpdk/pci_dpdk.c:160
dpdk_pci_device_get_interrupt_efd_by_index	lib/env_dpdk/pci_dpdk.c:178
dpdk_pci_device_get_mem_resource	lib/env_dpdk/pci_dpdk.c:91
dpdk_pci_device_get_name	lib/env_dpdk/pci_dpdk.c:97
dpdk_pci_device_get_numa_node	lib/env_dpdk/pci_dpdk.c:121
dpdk_pci_device_interrupt_cap_multi	lib/env_dpdk/pci_dpdk.c:184
dpdk_pci_device_read_config	lib/env_dpdk/pci_dpdk.c:127
dpdk_pci_device_write_config	lib/env_dpdk/pci_dpdk.c:133
dpdk_pci_init	lib/env_dpdk/pci_dpdk.c:17
drain_home_write_cpl	lib/blob/blob_md_journal.c:501
drain_io	examples/idxd/perf/perf.c:487
drain_ready	test/unit/lib/lvol/xfer.c/xfer_ut.c:81
drain_xfers	examples/ioat/verify/verify.c:256
drain_zero_cpl	lib/blob/blob_md_journal.c:473
draw_core_tab_row	app/spdk_top/spdk_top.c:1625
draw_core_win_content	app/spdk_top/spdk_top.c:2487
draw_filtering_menu	app/spdk_top/spdk_top.c:1876
draw_interface	app/spdk_top/spdk_top.c:3367
draw_menu_win	app/spdk_top/spdk_top.c:1187
draw_poller_tab_row	app/spdk_top/spdk_top.c:1487
draw_poller_win_content	app/spdk_top/spdk_top.c:2798
draw_row_background	app/spdk_top/spdk_top.c:1311
draw_tab_win	app/spdk_top/spdk_top.c:1196
draw_tabs	app/spdk_top/spdk_top.c:1210
draw_thread_tab_row	app/spdk_top/spdk_top.c:1335
draw_thread_win_content	app/spdk_top/spdk_top.c:2392
dsa_create_cb	module/accel/dsa/accel_dsa.c:512
dsa_destroy_cb	module/accel/dsa/accel_dsa.c:541
dsa_done	module/accel/dsa/accel_dsa.c:115
dsa_get_io_channel	module/accel/dsa/accel_dsa.c:551
dsa_submit_queued_tasks	module/accel/dsa/accel_dsa.c:414
dsa_submit_task	module/accel/dsa/accel_dsa.c:386
dsa_supports_opcode	module/accel/dsa/accel_dsa.c:466
dsa_trace	module/accel/dsa/accel_dsa.c:671
dummy_attach_fail_cb	test/unit/lib/nvme/nvme.c/nvme_ut.c:169
dummy_bdev_event_cb	lib/bdev/bdev.c:9997
dummy_cb	test/unit/lib/nvme/nvme.c/nvme_ut.c:601
dummy_cb_fn	test/unit/lib/accel/accel.c/accel_ut.c:186
dummy_create_cb	test/unit/lib/thread/thread.c/thread_ut.c:1656
dummy_destroy_cb	test/unit/lib/thread/thread.c/thread_ut.c:1662
dummy_disconnected_qpair_cb	lib/nvme/nvme.c:235
dummy_poller	test/unit/lib/thread/thread.c/thread_ut.c:1393
dump_bands_under_relocation	lib/ftl/ftl_band.c:460
dump_bs	examples/blob/cli/blobcli.c:1049
dump_imp_open_cb	examples/blob/cli/blobcli.c:662
dump_iscsi_cmd	test/app/fuzz/iscsi_fuzz/iscsi_fuzz.c:219
dump_nvmf_ctrlr	lib/nvmf/nvmf_rpc.c:2835
dump_nvmf_qpair	lib/nvmf/nvmf_rpc.c:2871
dump_nvmf_subsystem	lib/nvmf/nvmf_rpc.c:159
dump_outstanding_io	test/app/fuzz/vhost_fuzz/vhost_fuzz.c:411
dump_pci_device	lib/init/subsystem_rpc.c:95
dump_region	lib/ftl/ftl_layout.c:121
dump_result	examples/accel/perf/accel_perf.c:1008
dump_single_cluster_entry	module/bdev/rbd/bdev_rbd.c:955
dump_user_config	examples/accel/perf/accel_perf.c:116
dump_virtio_cmd	test/app/fuzz/vhost_fuzz/vhost_fuzz.c:304
element_size_aligned	lib/ftl/utils/ftl_mempool.c:37
emit	lib/json/json_write.c:91
emit_buf_full	lib/json/json_write.c:107
emit_fmt	lib/json/json_write.c:128
emit_indent	lib/json/json_write.c:137
empty_text_with_cbit_test	test/unit/lib/iscsi/iscsi.c/iscsi_ut.c:1996
enable_ctrlr	lib/nvmf/vfio_user.c:2867
enable_device_vq	lib/vhost/rte_vhost_user.c:1030
enable_latency_tracking_complete	app/spdk_nvme_perf/perf.c:1393
end_fuzz	test/app/fuzz/vhost_fuzz/vhost_fuzz.c:965
end_response	lib/jsonrpc/jsonrpc_server.c:310
endpoint_id	lib/nvmf/vfio_user.c:657
enomem	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1363
enomem_done	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1354
enomem_multi_bdev	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1459
enomem_multi_bdev_unregister	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1532
enomem_multi_io_target	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1586
enomem_retry_during_abort	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1668
entry_key	lib/trace_parser/trace.cpp:17
env_allocator_create	lib/env_ocf/ocf_env.c:51
env_allocator_create_extended	lib/env_ocf/ocf_env.c:57
env_allocator_del	lib/env_ocf/ocf_env.c:89
env_allocator_destroy	lib/env_ocf/ocf_env.c:95
env_allocator_new	lib/env_ocf/ocf_env.c:35
env_atomic64_add	lib/env_ocf/ocf_env.h:505
env_atomic64_add_return	lib/env_ocf/ocf_env.h:529
env_atomic64_cmpxchg	lib/env_ocf/ocf_env.h:553
env_atomic64_dec	lib/env_ocf/ocf_env.h:523
env_atomic64_dec_return	lib/env_ocf/ocf_env.h:547
env_atomic64_inc	lib/env_ocf/ocf_env.h:517
env_atomic64_inc_return	lib/env_ocf/ocf_env.h:541
env_atomic64_read	lib/env_ocf/ocf_env.h:493
env_atomic64_set	lib/env_ocf/ocf_env.h:499
env_atomic64_sub	lib/env_ocf/ocf_env.h:511
env_atomic64_sub_return	lib/env_ocf/ocf_env.h:535
env_atomic_add	lib/env_ocf/ocf_env.h:403
env_atomic_add_return	lib/env_ocf/ocf_env.h:445
env_atomic_add_unless	lib/env_ocf/ocf_env.h:475
env_atomic_cmpxchg	lib/env_ocf/ocf_env.h:469
env_atomic_dec	lib/env_ocf/ocf_env.h:427
env_atomic_dec_and_test	lib/env_ocf/ocf_env.h:433
env_atomic_dec_return	lib/env_ocf/ocf_env.h:463
env_atomic_inc	lib/env_ocf/ocf_env.h:421
env_atomic_inc_and_test	lib/env_ocf/ocf_env.h:439
env_atomic_inc_return	lib/env_ocf/ocf_env.h:457
env_atomic_read	lib/env_ocf/ocf_env.h:391
env_atomic_set	lib/env_ocf/ocf_env.h:397
env_atomic_sub	lib/env_ocf/ocf_env.h:409
env_atomic_sub_and_test	lib/env_ocf/ocf_env.h:415
env_atomic_sub_return	lib/env_ocf/ocf_env.h:451
env_bit_clear	lib/env_ocf/ocf_env.h:683
env_bit_set	lib/env_ocf/ocf_env.h:674
env_bit_test	lib/env_ocf/ocf_env.h:692
env_completion_complete	lib/env_ocf/ocf_env.h:576
env_completion_destroy	lib/env_ocf/ocf_env.h:582
env_completion_init	lib/env_ocf/ocf_env.h:564
env_completion_wait	lib/env_ocf/ocf_env.h:570
env_core_get_smt_cpuset	lib/env_dpdk/threads.c:134
env_crc32	lib/env_ocf/ocf_env.c:110
env_free	lib/env_ocf/ocf_env.h:109
env_get_execution_context	lib/env_ocf/ocf_env.c:153
env_get_execution_context_count	lib/env_ocf/ocf_env.c:172
env_get_free_memory	lib/env_ocf/ocf_env.h:156
env_get_tick_count	lib/env_ocf/ocf_env.h:743
env_in_interrupt	lib/env_ocf/ocf_env.h:737
env_malloc	lib/env_ocf/ocf_env.h:95
env_memcpy	lib/env_ocf/ocf_env.h:823
env_memset	lib/env_ocf/ocf_env.h:812
env_mpool_destroy	lib/env_ocf/mpool.c:72
env_mpool_new	lib/env_ocf/mpool.c:111
env_msleep	lib/env_ocf/ocf_env.h:918
env_mutex_destroy	lib/env_ocf/ocf_env.h:233
env_mutex_init	lib/env_ocf/ocf_env.h:191
env_mutex_is_locked	lib/env_ocf/ocf_env.h:222
env_mutex_lock	lib/env_ocf/ocf_env.h:197
env_mutex_lock_interruptible	lib/env_ocf/ocf_env.h:203
env_mutex_trylock	lib/env_ocf/ocf_env.h:210
env_mutex_unlock	lib/env_ocf/ocf_env.h:216
env_put_execution_context	lib/env_ocf/ocf_env.c:166
env_rmutex_destroy	lib/env_ocf/ocf_env.h:289
env_rmutex_init	lib/env_ocf/ocf_env.h:247
env_rmutex_is_locked	lib/env_ocf/ocf_env.h:283
env_rmutex_lock	lib/env_ocf/ocf_env.h:259
env_rmutex_lock_interruptible	lib/env_ocf/ocf_env.h:265
env_rmutex_trylock	lib/env_ocf/ocf_env.h:271
env_rmutex_unlock	lib/env_ocf/ocf_env.h:277
env_rwlock_destroy	lib/env_ocf/ocf_env.h:668
env_rwlock_init	lib/env_ocf/ocf_env.h:638
env_rwlock_read_lock	lib/env_ocf/ocf_env.h:644
env_rwlock_read_unlock	lib/env_ocf/ocf_env.h:650
env_rwlock_write_lock	lib/env_ocf/ocf_env.h:656
env_rwlock_write_unlock	lib/env_ocf/ocf_env.h:662
env_rwsem_destroy	lib/env_ocf/ocf_env.h:364
env_rwsem_down_read	lib/env_ocf/ocf_env.h:312
env_rwsem_down_read_interruptible	lib/env_ocf/ocf_env.h:353
env_rwsem_down_read_trylock	lib/env_ocf/ocf_env.h:318
env_rwsem_down_write	lib/env_ocf/ocf_env.h:330
env_rwsem_down_write_interruptible	lib/env_ocf/ocf_env.h:358
env_rwsem_down_write_trylock	lib/env_ocf/ocf_env.h:336
env_rwsem_init	lib/env_ocf/ocf_env.h:300
env_rwsem_is_locked	lib/env_ocf/ocf_env.h:342
env_rwsem_up_read	lib/env_ocf/ocf_env.h:306
env_rwsem_up_write	lib/env_ocf/ocf_env.h:324
env_schedule	lib/env_ocf/ocf_env.h:730
env_secs_to_ticks	lib/env_ocf/ocf_env.h:801
env_secure_alloc	lib/env_ocf/ocf_env.h:137
env_secure_free	lib/env_ocf/ocf_env.h:144
env_spinlock_destroy	lib/env_ocf/ocf_env.h:626
env_spinlock_init	lib/env_ocf/ocf_env.h:594
env_spinlock_lock	lib/env_ocf/ocf_env.h:606
env_spinlock_trylock	lib/env_ocf/ocf_env.h:600
env_spinlock_unlock	lib/env_ocf/ocf_env.h:612
env_strdup	lib/env_ocf/ocf_env.h:888
env_strncpy	lib/env_ocf/ocf_env.h:867
env_strnlen	lib/env_ocf/ocf_env.h:861
env_ticks_to_msecs	lib/env_ocf/ocf_env.h:765
env_ticks_to_nsecs	lib/env_ocf/ocf_env.h:795
env_ticks_to_secs	lib/env_ocf/ocf_env.h:749
env_ticks_to_usecs	lib/env_ocf/ocf_env.h:780
env_touch_softlockup_wd	lib/env_ocf/ocf_env.h:924
env_vfree	lib/env_ocf/ocf_env.h:150
env_vmalloc	lib/env_ocf/ocf_env.h:115
env_vzalloc	lib/env_ocf/ocf_env.h:122
env_vzalloc_flags	lib/env_ocf/ocf_env.h:131
env_waitqueue_init	lib/env_ocf/ocf_env.h:707
env_waitqueue_wake_up	lib/env_ocf/ocf_env.h:713
env_zalloc	lib/env_ocf/ocf_env.h:102
esnap_clone_io	test/lvol/esnap/esnap.c:225
esnap_hotplug	test/lvol/esnap/esnap.c:358
esnap_remove_degraded	test/lvol/esnap/esnap.c:459
esnap_wait_for_examine	test/lvol/esnap/esnap.c:350
event_cb	test/unit/lib/notify/notify.c/notify_ut.c:13
event_notify	lib/bdev/bdev.c:5611
event_notify_and_close	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:2629
event_perf_start	test/event/event_perf/event_perf.c:58
event_queue_run_batch	lib/event/reactor.c:594
event_work_fn	test/event/event_perf/event_perf.c:48
eviction_get_page	lib/ftl/ftl_l2p_cache.c:1368
ex_accel_comp_poll	test/external_code/accel/module.c:71
ex_accel_create_cb	test/external_code/accel/module.c:93
ex_accel_destroy_cb	test/external_code/accel/module.c:104
ex_accel_driver_fini	test/external_code/accel/driver.c:86
ex_accel_driver_init	test/external_code/accel/driver.c:77
ex_accel_fill	test/external_code/accel/driver.c:13
ex_accel_get_io_channel	test/external_code/accel/module.c:153
ex_accel_module_fini	test/external_code/accel/module.c:121
ex_accel_module_get_ctx_size	test/external_code/accel/module.c:128
ex_accel_module_init	test/external_code/accel/module.c:112
ex_accel_submit_tasks	test/external_code/accel/module.c:159
ex_accel_supports_opcode	test/external_code/accel/module.c:140
ex_driver_create_cb	test/external_code/accel/driver.c:32
ex_driver_destroy_cb	test/external_code/accel/driver.c:38
ex_driver_execute_sequence	test/external_code/accel/driver.c:43
ex_driver_get_io_channel	test/external_code/accel/driver.c:71
examine_claim_v1	test/unit/lib/bdev/bdev.c/bdev_ut.c:6685
examine_claim_v2	test/unit/lib/bdev/bdev.c/bdev_ut.c:6707
examine_claimed	test/unit/lib/bdev/bdev.c/bdev_ut.c:7590
examine_claimed_common	test/unit/lib/bdev/bdev.c/bdev_ut.c:7480
examine_claimed_config	test/unit/lib/bdev/bdev.c/bdev_ut.c:7405
examine_claimed_disk	test/unit/lib/bdev/bdev.c/bdev_ut.c:7443
examine_claimed_manual	test/unit/lib/bdev/bdev.c/bdev_ut.c:7596
examine_ctx_put	module/bdev/ocf/vbdev_ocf.c:1635
examine_done	module/bdev/ocf/vbdev_ocf.c:55
examine_locks	test/unit/lib/bdev/bdev.c/bdev_ut.c:6720
examine_no_lock_held	test/unit/lib/bdev/bdev.c/bdev_ut.c:6694
examine_start	module/bdev/ocf/vbdev_ocf.c:43
exception	lib/ftl/utils/ftl_md.c:432
execute_spdk_function	test/accel/dif/dif.c:47
exit_error_lvs_req	lib/lvol/lvol.c:677
exit_handler	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:823
exit_io_thread	test/accel/dif/dif.c:64
exit_thread	lib/ftl/ftl_init.c:63
expected_failure_callback	test/unit/lib/nvme/nvme_qpair.c/nvme_qpair_ut.c:81
expected_success_callback	test/unit/lib/nvme/nvme_qpair.c/nvme_qpair_ut.c:75
ext_dev_create_channel	test/unit/lib/blob/blob.c/ext_dev.c:15
ext_dev_destroy	test/unit/lib/blob/blob.c/ext_dev.c:26
ext_dev_destroy_channel	test/unit/lib/blob/blob.c/ext_dev.c:21
extern_vhost_post_msg_handler	lib/vhost/rte_vhost_user.c:1514
extern_vhost_pre_msg_handler	lib/vhost/rte_vhost_user.c:1443
fabric_property_get	test/nvme/compliance/nvme_compliance.c:704
fail	lib/json/json_write.c:25
fail_ctrlr	lib/nvmf/vfio_user.c:1167
failing_create_cb	test/unit/lib/thread/thread.c/thread_ut.c:2181
fake_cpl_sc	test/unit/lib/nvme/nvme_ctrlr.c/nvme_ctrlr_ut.c:324
fd_group_cb_fn	test/unit/lib/util/fd_group.c/fd_group_ut.c:11
fd_group_get_root	lib/util/fd_group.c:186
fd_update_nonblock	lib/util/fd.c:91
fdp_tests	test/nvme/fdp/fdp.c:830
fdump	lib/log/log.c:268
feat_arbitration	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:272
feat_async_event_cfg	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:345
feat_error_recover	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:303
feat_host_id_completion	test/nvme/reserve/reserve.c:38
feat_host_identifier	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:371
feat_interrupt_coalescing	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:324
feat_interrupt_vector_configuration	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:331
feat_keep_alive_timer	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:363
feat_lba_range_type	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:288
feat_number_of_queues	test/app/fuzz/llvm_nvme_fuzz/llvm_nvme_fuzz.c:317
